order_id,order_date,order_time,customer_id
85,2023-01-19,10:45,1160
86,2023-05-25,11:00,1138
87,2023-02-24,18:30,1034
88,2023-03-31,11:15,1095
89,2023-03-14,12:45,1140
90,2023-06-30,14:00,1171
91,2023-05-22,14:00,1035
92,2023-03-09,11:00,1191
93,2023-05-22,12:30,1073
94,2023-06-04,13:30,1053
95,2023-06-25,20:30,1130
96,2023-05-06,14:00,1024
97,2023-06-12,16:30,1012
98,2023-01-01,15:15,1164
99,2023-03-09,12:45,1142
100,2023-06-30,16:00,1029
101,2023-01-20,21:15,1140
102,2023-01-10,23:30,1150
103,2023-05-22,12:45,1033
104,2023-01-11,14:30,1011
105,2023-04-02,13:15,1171
106,2023-01-27,15:45,1159
107,2023-02-09,13:15,1046
108,2023-04-16,10:15,1189
109,2023-03-27,22:45,1172
110,2023-03-05,14:15,1180
111,2023-01-28,16:00,1121
112,2023-02-26,13:45,1090
113,2023-03-20,23:15,1058
114,2023-01-07,20:15,1103
115,2023-03-26,14:00,1198
116,2023-03-13,15:45,1174
117,2023-05-18,15:00,1030
118,2023-03-08,12:30,1010
119,2023-01-28,19:45,1089
120,2023-03-22,16:00,1099
121,2023-05-28,13:30,1012
122,2023-04-22,10:15,1094
123,2023-04-21,11:30,1160
124,2023-03-22,20:00,1185
125,2023-03-18,18:30,1171
126,2023-04-15,15:45,1179
127,2023-03-17,18:15,1050
128,2023-04-18,20:45,1174
129,2023-02-14,19:30,1104
130,2023-05-21,23:00,1078
131,2023-03-15,13:45,1149
132,2023-06-05,20:30,1120
133,2023-04-24,17:15,1131
134,2023-05-02,22:15,1169
135,2023-01-22,14:30,1024
136,2023-03-02,20:30,1058
137,2023-02-20,12:00,1012
138,2023-03-04,17:00,1117
139,2023-04-17,20:15,1184
140,2023-06-28,16:45,1103
141,2023-03-04,12:00,1193
142,2023-01-28,22:45,1057
143,2023-02-15,22:45,1013
144,2023-05-23,13:00,1117
145,2023-02-04,22:45,1171
146,2023-05-16,18:30,1194
147,2023-04-24,19:45,1141
148,2023-04-25,12:45,1116
149,2023-03-08,22:15,1164
150,2023-03-12,22:45,1161
151,2023-03-03,14:45,1020
152,2023-03-15,13:30,1086
153,2023-03-23,18:00,1036
154,2023-02-08,13:45,1178
155,2023-02-09,21:15,1017
156,2023-04-17,16:30,1139
157,2023-04-30,16:00,1053
158,2023-04-18,16:00,1196
159,2023-05-28,16:45,1002
160,2023-04-01,14:45,1108
161,2023-05-18,21:15,1125
162,2023-02-26,14:45,1125
163,2023-01-08,16:30,1172
164,2023-06-23,22:45,1186
165,2023-02-12,23:45,1033
166,2023-06-09,18:00,1101
167,2023-06-01,19:00,1022
168,2023-06-14,16:15,1119
169,2023-02-16,10:30,1098
170,2023-03-25,13:45,1084
171,2023-03-28,22:45,1072
172,2023-04-18,14:00,1121
173,2023-01-05,21:00,1090
174,2023-02-27,20:00,1200
175,2023-06-16,10:00,1064
176,2023-02-21,23:00,1160
177,2023-02-09,13:15,1122
178,2023-06-21,11:15,1120
179,2023-06-29,14:30,1043
180,2023-06-05,19:00,1200
181,2023-02-11,14:00,1149
182,2023-01-07,14:45,1102
183,2023-02-20,11:15,1027
184,2023-06-28,22:30,1176
185,2023-06-03,22:00,1145
186,2023-01-11,15:45,1170
187,2023-04-05,11:30,1004
188,2023-04-18,23:45,1028
189,2023-04-21,15:45,1182
190,2023-02-09,16:15,1188
191,2023-05-14,20:30,1158
192,2023-05-18,22:45,1120
193,2023-04-22,23:30,1083
194,2023-03-04,23:00,1072
195,2023-04-26,13:45,1146
196,2023-06-06,20:45,1087
197,2023-01-08,17:30,1047
198,2023-05-05,13:30,1067
199,2023-03-29,14:30,1143
200,2023-01-03,18:15,1022
201,2023-03-03,21:45,1126
202,2023-05-23,22:15,1177
203,2023-05-02,20:45,1115
204,2023-01-05,11:30,1057
205,2023-04-14,21:15,1079
206,2023-06-19,19:30,1122
207,2023-05-22,18:30,1109
208,2023-05-21,15:30,1180
209,2023-04-27,14:30,1065
210,2023-03-01,11:15,1081
211,2023-01-31,21:15,1050
212,2023-02-25,21:45,1071
213,2023-05-31,22:30,1026
214,2023-02-19,14:15,1093
215,2023-02-15,14:00,1182
216,2023-05-17,12:30,1012
217,2023-01-14,18:30,1179
218,2023-02-02,20:45,1027
219,2023-01-04,19:30,1121
220,2023-05-03,17:30,1048
221,2023-01-14,14:45,1030
222,2023-01-17,16:45,1019
223,2023-05-28,20:00,1039
224,2023-02-08,22:30,1022
225,2023-03-05,11:45,1156
226,2023-06-02,22:15,1199
227,2023-05-14,16:45,1114
228,2023-03-18,23:45,1079
229,2023-05-26,19:00,1157
230,2023-01-26,22:15,1161
231,2023-02-24,14:00,1041
232,2023-03-03,12:00,1041
233,2023-01-01,16:45,1177
234,2023-06-02,17:30,1009
235,2023-03-01,14:30,1180
236,2023-04-27,11:15,1068
237,2023-06-10,19:15,1109
238,2023-01-30,18:15,1166
239,2023-02-08,14:15,1019
240,2023-01-16,12:30,1153
241,2023-05-26,14:45,1032
242,2023-04-30,21:30,1180
243,2023-04-14,14:45,1113
244,2023-01-21,19:00,1111
245,2023-03-24,19:30,1007
246,2023-01-24,13:00,1196
247,2023-06-22,23:30,1148
248,2023-01-11,22:15,1121
249,2023-05-13,20:45,1072
250,2023-02-16,19:45,1163
251,2023-05-06,11:45,1090
252,2023-04-15,15:30,1172
253,2023-01-27,23:15,1085
254,2023-04-16,21:45,1074
255,2023-06-19,16:00,1117
256,2023-01-23,15:30,1083
257,2023-01-30,22:45,1132
258,2023-01-01,20:45,1106
259,2023-01-14,13:30,1160
260,2023-05-08,20:45,1195
261,2023-01-14,13:30,1141
262,2023-02-03,14:45,1179
263,2023-05-05,11:00,1162
264,2023-06-05,22:15,1182
265,2023-02-10,14:00,1142
266,2023-04-15,11:15,1030
267,2023-04-29,11:15,1128
268,2023-03-16,18:30,1107
269,2023-05-04,17:15,1117
270,2023-05-22,12:45,1049
271,2023-06-03,18:15,1018
272,2023-03-12,22:45,1088
273,2023-05-10,14:00,1073
274,2023-03-18,23:45,1039
275,2023-04-25,18:45,1089
276,2023-03-27,18:45,1117
277,2023-03-24,23:15,1179
278,2023-03-03,19:45,1060
279,2023-04-16,10:30,1191
280,2023-05-02,21:45,1099
281,2023-06-19,22:15,1127
282,2023-01-10,12:30,1026
283,2023-04-23,11:45,1004
284,2023-02-06,16:15,1020
285,2023-05-01,22:30,1087
286,2023-06-09,21:45,1167
287,2023-01-21,23:30,1173
288,2023-05-17,16:30,1161
289,2023-05-05,23:00,1159
290,2023-01-18,13:30,1059
291,2023-01-24,16:00,1195
292,2023-06-12,21:00,1114
293,2023-02-12,21:30,1008
294,2023-01-12,15:00,1076
295,2023-04-02,15:45,1038
296,2023-03-04,18:45,1145
297,2023-06-24,22:15,1044
298,2023-02-14,11:45,1159
299,2023-06-24,13:45,1150
300,2023-02-06,13:45,1164
301,2023-03-07,17:30,1171
302,2023-01-03,22:45,1074
303,2023-06-23,18:15,1019
304,2023-04-24,15:30,1164
305,2023-04-19,21:30,1117
306,2023-03-19,13:45,1124
307,2023-01-28,13:45,1147
308,2023-04-02,19:30,1180
309,2023-03-17,10:45,1071
310,2023-01-03,19:00,1156
311,2023-05-08,23:30,1199
312,2023-02-28,19:30,1057
313,2023-06-12,13:30,1174
314,2023-06-18,20:15,1161
315,2023-01-25,20:00,1080
316,2023-04-23,10:30,1188
317,2023-02-03,11:30,1084
318,2023-04-17,12:15,1034
319,2023-05-19,15:30,1043
320,2023-03-07,23:45,1076
321,2023-03-28,22:00,1120
322,2023-01-20,12:15,1174
323,2023-06-22,16:30,1024
324,2023-04-12,10:30,1138
325,2023-02-01,17:30,1173
326,2023-06-22,14:45,1164
327,2023-04-06,11:15,1121
328,2023-01-07,19:30,1157
329,2023-02-26,20:00,1163
330,2023-04-29,21:30,1167
331,2023-04-15,11:15,1012
332,2023-01-10,14:45,1030
333,2023-01-25,13:15,1100
334,2023-04-27,15:45,1151
335,2023-02-09,16:00,1126
336,2023-06-07,16:30,1009
337,2023-06-26,15:15,1114
338,2023-04-24,13:30,1026
339,2023-06-25,15:30,1016
340,2023-04-12,14:15,1032
341,2023-04-27,11:15,1165
342,2023-06-13,19:00,1013
343,2023-03-27,13:15,1145
344,2023-02-22,11:15,1151
345,2023-02-25,23:15,1085
346,2023-02-07,22:00,1071
347,2023-02-07,12:30,1045
348,2023-01-29,20:00,1034
349,2023-01-04,15:15,1151
350,2023-03-24,10:15,1068
351,2023-01-14,12:45,1135
352,2023-01-30,21:00,1122
353,2023-04-25,22:30,1132
354,2023-06-01,11:45,1129
355,2023-02-26,19:00,1187
356,2023-06-18,18:30,1118
357,2023-06-14,10:00,1123
358,2023-04-13,16:00,1126
359,2023-04-24,11:00,1083
360,2023-06-05,12:00,1033
361,2023-03-12,19:30,1098
362,2023-06-02,18:30,1117
363,2023-05-10,19:45,1026
364,2023-06-29,11:15,1111
365,2023-04-26,13:45,1087
366,2023-04-27,16:45,1187
367,2023-01-25,15:45,1081
368,2023-06-20,14:30,1040
369,2023-06-25,17:00,1024
370,2023-01-22,11:45,1025
371,2023-04-06,22:15,1143
372,2023-01-16,19:30,1172
373,2023-02-01,16:30,1171
374,2023-04-19,23:00,1074
375,2023-06-03,14:30,1027
376,2023-05-28,18:15,1040
377,2023-06-18,17:15,1028
378,2023-03-31,23:30,1030
379,2023-03-13,19:15,1110
380,2023-05-24,22:00,1156
381,2023-06-18,23:30,1008
382,2023-02-16,14:30,1087
383,2023-03-31,10:15,1037
384,2023-05-25,20:45,1018
385,2023-02-06,21:00,1024
386,2023-05-16,13:45,1108
387,2023-04-27,15:15,1095
388,2023-03-21,21:30,1199
389,2023-05-26,19:00,1014
390,2023-02-09,12:00,1173
391,2023-01-21,14:45,1170
392,2023-04-19,17:45,1107
393,2023-03-11,13:00,1089
394,2023-04-21,11:30,1174
395,2023-06-23,19:45,1135
396,2023-06-20,14:00,1057
397,2023-04-12,19:00,1002
398,2023-02-22,14:15,1197
399,2023-02-05,22:30,1075
400,2023-03-25,11:00,1128
401,2023-04-21,12:15,1098
402,2023-05-17,21:15,1129
403,2023-05-24,23:30,1019
404,2023-04-12,23:00,1112
405,2023-01-05,17:00,1081
406,2023-05-28,16:45,1182
407,2023-06-13,16:30,1030
408,2023-04-14,10:30,1044
409,2023-06-08,17:30,1023
410,2023-04-22,23:00,1063
411,2023-04-22,19:45,1135
412,2023-01-21,16:30,1191
413,2023-03-28,13:30,1200
414,2023-02-13,11:00,1136
415,2023-05-11,13:30,1090
416,2023-06-15,23:15,1061
417,2023-01-27,12:30,1051
418,2023-02-14,19:15,1195
419,2023-06-17,11:15,1198
420,2023-06-10,17:45,1194
421,2023-05-25,22:45,1175
422,2023-05-25,20:30,1161
423,2023-03-22,12:45,1018
424,2023-05-01,17:30,1071
425,2023-06-01,10:30,1130
426,2023-01-19,14:45,1116
427,2023-01-10,10:30,1074
428,2023-01-20,20:00,1158
429,2023-06-02,18:45,1119
430,2023-05-29,18:00,1116
431,2023-05-27,20:15,1083
432,2023-06-04,17:15,1016
433,2023-04-26,11:30,1183
434,2023-01-22,18:15,1011
435,2023-03-05,21:45,1113
436,2023-05-15,18:15,1094
437,2023-04-06,14:45,1105
438,2023-03-28,20:00,1162
439,2023-06-15,15:00,1085
440,2023-01-25,18:45,1073
441,2023-03-06,21:15,1086
442,2023-01-21,19:15,1090
443,2023-03-21,20:45,1034
444,2023-06-02,21:00,1080
445,2023-05-24,16:30,1033
446,2023-06-21,21:00,1166
447,2023-06-21,16:30,1005
448,2023-04-03,14:15,1055
449,2023-03-29,22:45,1050
450,2023-02-27,12:15,1020
451,2023-03-17,23:00,1130
452,2023-05-19,23:00,1170
453,2023-03-28,22:15,1153
454,2023-04-07,12:15,1047
455,2023-06-27,22:15,1185
456,2023-04-23,10:45,1094
457,2023-06-23,21:15,1114
458,2023-06-06,14:45,1060
459,2023-05-17,13:30,1121
460,2023-02-19,15:45,1119
461,2023-03-14,22:45,1129
462,2023-05-16,16:15,1052
463,2023-06-04,12:30,1014
464,2023-06-14,17:30,1142
465,2023-01-27,21:00,1073
466,2023-01-22,22:15,1070
467,2023-04-26,18:15,1112
468,2023-01-24,13:45,1090
469,2023-01-07,16:00,1102
470,2023-05-09,15:15,1099
471,2023-01-21,15:15,1008
472,2023-03-23,11:30,1038
473,2023-02-05,10:30,1121
474,2023-06-28,23:15,1195
475,2023-06-30,17:45,1158
476,2023-01-02,11:00,1066
477,2023-02-25,23:15,1141
478,2023-06-05,18:45,1029
479,2023-03-15,13:30,1032
480,2023-01-13,13:45,1164
481,2023-06-09,17:00,1029
482,2023-05-08,19:00,1162
483,2023-05-12,19:15,1184
484,2023-02-06,14:45,1001
485,2023-06-07,15:15,1147
486,2023-04-17,12:00,1135
487,2023-04-03,11:00,1100
488,2023-05-01,10:45,1096
489,2023-03-06,21:00,1092
490,2023-01-18,15:15,1188
491,2023-06-18,20:00,1198
492,2023-05-29,21:30,1035
493,2023-01-12,15:30,1165
494,2023-02-14,23:45,1179
495,2023-05-03,20:15,1035
496,2023-01-17,21:45,1010
497,2023-03-17,13:00,1052
498,2023-01-11,15:30,1132
499,2023-04-12,23:45,1065
500,2023-01-10,22:15,1074
